"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","72/2256","214/9382",0.336448598130841,1.39918472857427,3.32364560397018,0.000850890189769101,0.00466660088451491,0.00466660088451491,"CUL4B/RELA/MAP3K7/BCL2/TRIM5/CASP9/APOBEC3H/CGAS/RPS6KB2/MAPK11/AP1G2/MAPK13/PAK1/IKBKB/IKBKG/LIMK2/CFL1/NRAS/AKT2/SKP1/MAP2K7/GNB2/CCR5/CALM2/HLA-B/APOBEC3G/BAX/HLA-E/HLA-A/SAMHD1/TAPBP/GNAI3/MAPK14/ITPR2/CYCS/FOS/MTOR/HLA-C/CFL2/BID/APOBEC3A/AP1G1/IRAK4/RAC1/HLA-F/MAPK1/TLR2/CALM3/RAC2/ELOC/TNF/ITPR1/PAK2/TAP2/ATM/CDK1/AKT1/IRAK1/RAF1/MAPK12/WEE1/TLR4/CUL4A/NFKBIA/PPP3CB/APOBEC3F/MYD88/FBXW11/IFNB1/CRKL/RPS6KB1/MAP2K3",72
"Human Diseases","Infectious disease: viral","hsa05162","Measles","49/2256","136/9382",0.360294117647059,1.49835080308719,3.29381254066464,0.00107304930341479,0.00579446623843987,0.00579446623843987,"IL1A/RELA/MAP3K7/BCL2/CASP9/TNFAIP3/CCND1/IKBKB/IKBKG/RAB9A/APAF1/IRF7/AKT2/SLAMF1/BAX/STAT2/HSPA1B/IL2RG/CYCS/CCND2/FOS/IL1B/FCGR2B/TYK2/BID/NFKBIB/JAK3/MX2/IRAK4/IKBKE/HSPA1L/TLR2/CDKN1B/EIF2S1/AKT1/IRAK1/IRF9/BBC3/TLR4/RCHY1/NFKBIA/CSNK2A1/HSPA8/CDK6/MYD88/HSPA1A/TP53/IFNB1/IL6",49
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","44/2256","120/9382",0.366666666666667,1.52485224586288,3.25571590544759,0.00125633110260706,0.00668139722750121,0.00668139722750121,"ZNF274/RELA/BCL2/SH2B2/SOS2/SHC1/MAPK11/RPS6KA1/MAPK13/IKBKB/NRAS/AKT2/MAPKAPK2/MAP2K7/CALM2/BAX/FOXO3/MAPK14/NFKBIB/IRAK3/IRAK4/RAC1/MAPK1/ARHGDIA/CALM3/SOS1/RAPGEF1/AKT1/IRAK1/MAPK7/RHOA/RAF1/MAPK12/NFKBIE/NFKBIA/IRAK2/RIPK2/KIDINS220/GAB1/TP53/PRKCD/CRKL/ATF4/RPS6KA3",44
"Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","19/2256","41/9382",0.463414634146341,1.92719685175575,3.34763729292088,0.00146767072742966,0.00751772687883377,0.00751772687883377,"RASSF1/VEGFA/ARAF/TYMP/E2F1/RB1/CCND1/NRAS/MYC/CDKN1A/HBEGF/CDKN2A/MAPK1/MMP9/CXCL8/SRC/RAF1/THBS1/TP53",19
"Human Diseases","Cancer: specific types","hsa05224","Breast cancer","52/2256","148/9382",0.351351351351351,1.46116062871382,3.18170090744152,0.00147150178494167,0.00751772687883377,0.00751772687883377,"DVL1/GADD45A/IGF1R/SOS2/ARAF/FGFR1/HEY1/SHC1/CSNK1A1/E2F1/RPS6KB2/RB1/PTEN/CCND1/FZD2/NRAS/AKT2/FRAT1/HES1/WNT5A/MYC/TCF7L1/NOTCH4/NOTCH1/BAX/GADD45G/CTNNB1/JAG1/FGF9/POLK/FOS/APC/MTOR/FZD7/DVL3/SP1/CDKN1A/MAPK1/BRCA1/SOS1/AKT1/NFKB2/DLL1/RAF1/FZD4/JAG2/CDK6/FRAT2/GADD45B/TP53/RPS6KB1/WNT5B",52
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","35/2256","91/9382",0.384615384615385,1.59949536279324,3.23330371198809,0.00147784374541177,0.00751772687883377,0.00751772687883377,"INPP5D/RELA/VAV3/SOS2/CD81/IFITM1/IKBKB/CD22/IKBKG/DAPP1/NRAS/AKT2/SYK/RASGRP3/LILRA1/BCL10/FOS/FCGR2B/NFKBIB/PTPN6/VAV2/RAC1/MAPK1/RAC2/LILRB2/SOS1/AKT1/INPPL1/RAF1/LYN/NFKBIE/NFKBIA/PPP3CB/LILRB4/VAV1",35
"Organismal Systems","Immune system","hsa04664","Fc epsilon RI signaling pathway","28/2256","69/9382",0.405797101449275,1.68758351320794,3.2253467029658,0.00167614045218092,0.00840464712450717,0.00840464712450718,"INPP5D/VAV3/SOS2/CSF2/MAPK11/MAPK13/NRAS/AKT2/MAP2K7/SYK/MAPK14/VAV2/RAC1/MAPK1/MAP2K4/RAC2/ALOX5/TNF/LCP2/SOS1/AKT1/RAF1/MAPK12/LYN/FCER1G/GAB2/MAP2K3/VAV1",28
"Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","45/2256","125/9382",0.36,1.49712765957447,3.14817603571058,0.00171206805813403,0.00846388575218371,0.00846388575218371,"DEGS1/RELA/PPP2R2D/BCL2/ABCC1/SPTLC1/MAPK11/MAPK13/PTEN/SGPP2/SPTSSA/NRAS/AKT2/PPP2R3A/BAX/ADORA3/S1PR3/PPP2CA/ROCK2/GNAI3/MAPK14/PPP2CB/BID/PLD2/GNA13/PPP2R5D/SPHK1/PPP2R5A/RAC1/SMPD2/MAPK1/RAC2/CTSD/TNF/AKT1/RHOA/SPTLC2/S1PR1/RAF1/SGMS1/MAPK12/GNA12/FCER1G/GAB2/TP53",45
"Human Diseases","Neurodegenerative disease","hsa05022","Pathways of neurodegeneration - multiple diseases","143/2256","480/9382",0.297916666666667,1.23894244976359,3.02371839742742,0.00180688700990693,0.00880857417329629,0.00880857417329629,"MAP1LC3B/IL1A/DVL1/PSMC4/MT-CYB/RELA/PSMC6/XBP1/BCL2/CASP9/ARAF/STX1A/NDUFS2/DNAH17/TOMM40L/CSNK1A1/DERL1/ATP2A2/MAPK11/ATP5F1A/FUS/UQCRC2/UBA7/TUBB2A/MAPK13/GPX1/FZD2/TUBB6/APAF1/NRAS/SQSTM1/FRAT1/MT-CO3/MAP2K7/PSMB2/WNT5A/PSMC3/CALM2/ATF6/NDUFB5/UQCR11/MAP1LC3A/CDK5R1/DLG4/BAX/WDR41/CSNK1E/ATG2A/PSMB6/CTNNB1/MAP1LC3B2/MAPK14/ATXN2/ITPR2/CYCS/MT-ND2/IL1B/DAXX/ATP5F1D/ZFYVE1/APC/MTOR/FZD7/NDUFS7/NDUFA8/BID/UQCRFS1/HTRA2/DVL3/MAP3K10/VDAC2/ACTR10/CSF1/TUBA4A/ATP2A3/TUBB4B/RAC1/MT-ND5/PTGS2/MAPK1/PRNP/ADRM1/CALM3/ATG101/PPIF/NDUFA11/PSMA7/TNF/ITPR1/MT-CO1/TARDBP/TUBA1C/IFT57/NDUFS1/ATXN1L/GPX3/RAB5A/FIG4/DCTN6/EIF2S1/MT-ND6/PIK3C3/NDUFB1/MT-ND4/VDAC3/SMCR8/LRRK2/MT-ATP8/DNAI2/RAF1/MAPK12/MFN2/TOMM40/MT-ND1/PPP3CB/FZD4/PSMA1/PSMB4/DDIT3/PSMA6/MT-CO2/UBA52/SDHD/CSNK2A1/UBE2G2/SPG11/MT-ND3/MT-ATP6/FRAT2/SLC6A3/UBE2J1/WIPI1/ATP2A1/VCP/RAB1A/ERN1/IL6/ATF4/ULK1/NDUFV3/GRIN2C/MAP2K3/WNT5B",143
"Genetic Information Processing","Information processing in viruses","hsa03250","Viral life cycle - HIV-1","29/2256","73/9382",0.397260273972603,1.65208151170699,3.14690047867003,0.00205835679181834,0.00982735207978468,0.00982735207978468,"MAP1S/TRIM5/APOBEC3H/ELL/HGS/NELFE/CCR5/APOBEC3G/BICD2/AFF4/SAMHD1/NELFA/ELL2/PDCD6IP/PSIP1/MX2/APOBEC3A/CCNT1/XPO1/NUP153/CDK9/MDFIC/MLLT1/RANBP2/FURIN/APOBEC3F/SUPT5H/PIN1/CHMP4B",29
"Metabolism","Amino acid metabolism","hsa00280","Valine, leucine and isoleucine degradation","21/2256","48/9382",0.4375,1.8194259751773,3.20234157486137,0.00207186340143609,0.00982735207978468,0.00982735207978468,"ACADM/HMGCL/HIBADH/HIBCH/ALDH3A2/PCCA/MCEE/ALDH9A1/ABAT/EHHADH/HMGCS1/IVD/MCCC1/IL4I1/DBT/ALDH1B1/ACAD8/MMUT/ALDH2/ACAA1/MCCC2",21
"Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","69/2256","212/9382",0.325471698113208,1.35353522681654,2.92945724109173,0.00282080981024974,0.0132013899119688,0.0132013899119688,"RALA/VAV3/IGF1R/VEGFA/FGFR1/MET/PRKCI/ADCY3/LPAR3/PDGFB/MAPK11/RAP1GAP/MAPK13/VASP/RALB/LPAR1/NRAS/ADORA2A/AKT2/HGF/VEGFB/CALM2/RASGRP3/RASGRP2/ACTB/TLN2/FPR1/CTNNB1/EFNA4/GNAI3/MAPK14/FGF9/ID1/AFDN/PRKD3/CSF1/VAV2/RAC1/RALGDS/MAPK1/CALM3/RAC2/CTNND1/LCP2/ADORA2B/RAPGEF1/SIPA1L2/AKT1/RHOA/ACTG1/SRC/RAPGEF2/DOCK4/RAF1/MAPK12/PDGFA/RASSF5/FARP2/RGS14/FLT1/P2RY1/MAGI3/THBS1/PFN1/LPAR2/CRKL/PRKD2/MAP2K3/VAV1",69
"Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","24/2256","59/9382",0.406779661016949,1.69166967183556,2.99859700992505,0.00336362514742632,0.0154072996090473,0.0154072996090473,"GADD45A/SOS2/CASP9/ARAF/PTEN/CCND1/NRAS/AKT2/MYC/TCF7L1/BAX/ELK1/GADD45G/CTNNB1/FOXO3/POLK/APC/CDKN1A/MAPK1/SOS1/AKT1/RAF1/GADD45B/TP53",24
"Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","75/2256","235/9382",0.319148936170213,1.32724083295609,2.85846769018359,0.00337994891708445,0.0154072996090473,0.0154072996090473,"MT-CYB/PNPLA2/SOS2/FGFR1/AKT1S1/NDUFS2/ADCY3/PRKACB/RPS6KB2/MAPK11/ATP5F1A/COX18/UQCRC2/RPS6KA1/MAPK13/NRAS/MT-CO3/ARID1A/PRKAA1/NDUFAF5/ACSL1/NDUFB5/UQCR11/ACTB/KDM3A/CREB1/COA7/MAPK14/MT-ND2/SMARCA4/ATP5F1D/MTOR/NDUFS7/NDUFA8/ARID1B/COA6/UQCRFS1/COA4/NDUFAF1/SMARCC2/MT-ND5/NDUFA11/COX11/MT-CO1/NDUFAF7/SMARCA2/NDUFS1/SOS1/MT-ND6/NDUFB1/MT-ND4/ACTG1/ACTL6A/COA5/NDUFAF8/PPARG/MT-ATP8/MAPK12/KDM1A/MT-ND1/MT-CO2/SDHD/SMARCD2/MT-ND3/MT-ATP6/NDUFAF4/COX15/ATF2/RPS6KB1/RPS6KA3/NDUFV3/COX10/SMARCD1/COX17/MAP2K3",75
"Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","46/2256","133/9382",0.345864661654135,1.43834319842159,2.86459948543854,0.00379121890940421,0.0170604850923189,0.0170604850923189,"TGFB1/GADD45A/IGF1R/SOS2/ARAF/SKP2/MAPK11/MAPK13/PTEN/CCND1/SMAD4/IKBKB/NRAS/AKT2/NLK/HOMER1/PRKAA1/GADD45G/CSNK1E/GABARAPL1/FOXO3/MAPK14/CCND2/BCL6/CDKN1A/MAPK1/PLK4/CDKN1B/SGK1/ATM/SOS1/IL10/AKT1/HOMER3/PLK3/S1PR1/SOD2/SMAD3/SGK3/RAF1/RBL2/MAPK12/GADD45B/CDKN2D/IL6/TNFSF10",46
"Human Diseases","Cancer: specific types","hsa05214","Glioma","29/2256","76/9382",0.381578947368421,1.58686776782381,2.89025882788957,0.00414337640704541,0.0184091787199106,0.0184091787199106,"GADD45A/CAMK1G/IGF1R/SOS2/ARAF/SHC1/PDGFB/E2F1/RB1/PTEN/CCND1/NRAS/AKT2/CALM2/BAX/GADD45G/POLK/MTOR/CDKN1A/CDKN2A/MAPK1/CALM3/SOS1/AKT1/RAF1/PDGFA/CDK6/GADD45B/TP53",29
"Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","28/2256","73/9382",0.383561643835616,1.59511318371709,2.87197525014892,0.00440688028394619,0.0193351872458139,0.0193351872458139,"RXRB/GADD45A/RASSF1/SOS2/CASP9/ARAF/MET/E2F1/RB1/CCND1/NRAS/AKT2/HGF/BAX/GADD45G/FOXO3/POLK/JAK3/CDKN1A/CDKN2A/MAPK1/SOS1/AKT1/RAF1/RASSF5/CDK6/GADD45B/TP53",28
"Environmental Information Processing","Signal transduction","hsa04350","TGF-beta signaling pathway","39/2256","110/9382",0.354545454545455,1.47444390715667,2.81621437848772,0.00454705022783143,0.0197038843206029,0.0197038843206029,"TGFB1/BMPR2/HDAC2/SMAD7/RPS6KB2/SMAD4/SKIL/SKP1/LRRC32/MYC/NCOR1/SMAD2/ID2/NRROS/HFE/PPP2CA/PPP2CB/SMURF1/BMP6/CHRD/ID1/SP1/BMP2/ID3/MAPK1/TNF/TFRC/ACVR2A/SMURF2/RHOA/SMAD3/SKI/RGMA/TGIF1/EMP3/THBS1/HAMP/SMAD6/RPS6KB1",39
"Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","36/2256","101/9382",0.356435643564356,1.48230461344007,2.74192722230198,0.00566965741478877,0.0242688994218397,0.0242688994218397,"TGFB1/IL1A/ICAM1/RELA/PIM1/F3/BCL2/VEGFA/CCL2/MAPK11/MAPK13/CCND1/SMAD4/NRAS/AKT2/VEGFB/SMAD2/BAX/EDN1/PLCD1/MAPK14/IL1B/RAC1/MAPK1/CDKN1B/PLCD3/TNF/AKT1/CXCL8/SMAD3/MAPK12/EGR1/THBD/SERPINE1/PRKCD/IL6",36
"Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","27/2256","71/9382",0.380281690140845,1.58147287983218,2.76714349938875,0.00585760234595723,0.0247713063063974,0.0247713063063974,"SLC2A1/SLC16A3/FGFR1/MET/PKM/PFKP/PTEN/HK3/NRAS/AKT2/PDHB/MYC/HK1/SLC7A5/FLT3/SCO2/MTOR/GLS/TIGAR/MAPK1/PFKL/G6PD/AKT1/HIF1A/RAF1/IDH1/TP53",27
"Organismal Systems","Immune system","hsa04660","T cell receptor signaling pathway","42/2256","122/9382",0.344262295081967,1.43167945587722,2.70026886692446,0.00603502141476036,0.0252177680545344,0.0252177680545344,"RELA/PPP2R2D/VAV3/MAP3K7/SOS2/CSF2/MAPK11/MAPK13/PAK1/IKBKB/PDCD1/IKBKG/NRAS/AKT2/MAP2K7/NCK1/PPP2R3A/PPP2CA/BCL10/MAPK14/PPP2CB/FOS/NFKBIB/PPP2R5D/MAP3K8/PPP2R5A/PTPN6/VAV2/MAPK1/TNF/PAK2/LCP2/SOS1/IL10/AKT1/RHOA/RAF1/MAPK12/NFKBIE/NFKBIA/PPP3CB/VAV1",42
"Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","48/2256","144/9382",0.333333333333333,1.3862293144208,2.6278992256418,0.00702433077593026,0.029006354145312,0.029006354145312,"GRIN3A/PSMC4/PUM2/PSMC6/XBP1/KAT5/OMA1/ATP2A2/AFG3L2/KCNC3/AKT2/PSMB2/TBPL1/PSMC3/NFYA/ATG2A/PSMB6/ATXN2/ITPR2/CYCS/MTOR/SP1/ATXN10/VDAC2/ATP2A3/CIC/PUM1/ADRM1/TWNK/ATG101/PPIF/PSMA7/ITPR1/ATXN1L/RBPJ/PIK3C3/NOP56/AKT1/VDAC3/PSMA1/PSMB4/CACNA1A/PSMA6/WIPI1/ATP2A1/ERN1/ULK1/GRIN2C",48
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","84/2256","275/9382",0.305454545454545,1.27029013539652,2.55964702968071,0.00743919970613695,0.0301482374371817,0.0301482374371817,"GRIN3A/IL1A/PSMC4/MT-CYB/PSMC6/CASP9/NDUFS2/PRKACB/MAPK11/ATP5F1A/UQCRC2/TUBB2A/MAPK13/TUBB6/APAF1/MT-CO3/PSMB2/CCL5/PSMC3/NDUFB5/UQCR11/C1QC/NOTCH1/BAX/CYBA/CREB1/PSMB6/HSPA1B/MAPK14/ITPR2/CYCS/STIP1/MT-ND2/IL1B/ATP5F1D/NDUFS7/NDUFA8/UQCRFS1/VDAC2/TUBA4A/TUBB4B/RAC1/MT-ND5/HSPA1L/MAPK1/PRNP/ADRM1/RAC2/PPIF/NDUFA11/PSMA7/TNF/ITPR1/MT-CO1/TUBA1C/NDUFS1/EIF2S1/MT-ND6/NDUFB1/MT-ND4/C1QA/VDAC3/MT-ATP8/MAPK12/EGR1/MT-ND1/PPP3CB/PSMA1/PSMB4/DDIT3/PSMA6/MT-CO2/SDHD/CSNK2A1/HSPA8/MT-ND3/MT-ATP6/HSPA1A/PRKCD/IL6/ATF4/ATF2/NDUFV3/GRIN2C",84
"Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","37/2256","106/9382",0.349056603773585,1.45161748962933,2.63096167393801,0.00747264004853222,0.0301482374371817,0.0301482374371817,"RELA/IGF1R/BCL2/SOS2/CASP9/ARAF/FGFR1/PDGFB/E2F1/RB1/PTEN/CCND1/IKBKB/IKBKG/HSP90B1/NRAS/AKT2/TCF7L1/NKX3-1/CREB1/PLAU/CTNNB1/MTOR/CDKN1A/MAPK1/CDKN1B/SOS1/IL1R2/AKT1/MMP9/ZEB1/RAF1/HSP90AA1/PDGFA/NFKBIA/TP53/ATF4",37
"Human Diseases","Infectious disease: parasitic","hsa05144","Malaria","20/2256","50/9382",0.4,1.66347517730496,2.64663177902219,0.00883432073984935,0.03523689295099,0.03523689295099,"TGFB1/ICAM1/CD40/CCL2/MET/CSF3/CD81/HGF/GYPC/IL1B/TLR2/TNF/SDC2/IL10/CXCL8/TLR4/MYD88/THBS1/IL6/LRP1",20
"Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","32/2256","90/9382",0.355555555555556,1.47864460204886,2.5671487042439,0.00913531052364869,0.0360280224022549,0.0360280224022549,"RELA/RPS6KB2/MAPK11/MAPK13/PTEN/IFNGR1/IKBKB/PDCD1/IKBKG/NRAS/AKT2/MAPK14/FOS/MTOR/NFKBIB/PTPN6/MAPK1/TLR2/TICAM1/IFNGR2/AKT1/HIF1A/RAF1/MAPK12/NFKBIE/TLR4/NFKBIA/PPP3CB/CSNK2A1/MYD88/RPS6KB1/MAP2K3",32
"Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","29/2256","80/9382",0.3625,1.50752437943262,2.56498565959226,0.00945859205753505,0.0365931386639177,0.0365931386639177,"IGF1R/BCL2/SOS2/VEGFA/ARAF/MET/SHC1/PDGFB/RPS6KB2/PTEN/NRAS/AKT2/HGF/BAX/FOXO3/EIF4E/MTOR/GAS6/MAPK1/SOS1/AKT1/SRC/RAF1/NF1/PDGFA/GAB1/IL6/AXL/RPS6KB1",29
"Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","26/2256","70/9382",0.371428571428571,1.54465552178318,2.57347914942129,0.00959136398028611,0.0365931386639177,0.0365931386639177,"TGFB1/SLC2A1/SOS2/VEGFA/ARAF/MET/PDGFB/PAK1/TFE3/NRAS/AKT2/HGF/EGLN2/CDKN1A/CUL2/RAC1/MAPK1/ELOC/PAK2/SOS1/RAPGEF1/AKT1/HIF1A/RAF1/GAB1/CRKL",26
"Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","26/2256","70/9382",0.371428571428571,1.54465552178318,2.57347914942129,0.00959136398028611,0.0365931386639177,0.0365931386639177,"CD80/ICAM1/CD40/CASP9/DAG1/CD55/CCND1/HLA-B/ACTB/HLA-DPA1/HLA-E/HLA-A/EIF4G1/HLA-DMA/CYCS/HLA-C/BID/HLA-DPB1/HLA-DRA/EIF4G2/RAC1/HLA-F/RAC2/ACTG1/LAMA2/SNTB2",26
"Human Diseases","Endocrine and metabolic disease","hsa04932","Non-alcoholic fatty liver disease","51/2256","157/9382",0.32484076433121,1.35091137010435,2.49479741691615,0.00970254495325103,0.0366192825654958,0.0366192825654958,"TGFB1/SOCS3/IL1A/MT-CYB/RELA/XBP1/PPARA/MAP3K11/NDUFS2/MLX/MAPK11/UQCRC2/MAPK13/IKBKB/ADIPOR2/AKT2/MT-CO3/PRKAA1/NDUFB5/UQCR11/BAX/ADIPOR1/MLXIPL/MAPK14/CYCS/FOS/IL1B/NDUFS7/CEBPA/NDUFA8/BID/UQCRFS1/RAC1/NDUFA11/TNF/MT-CO1/NDUFS1/EIF2S1/NDUFB1/AKT1/CXCL8/PPARG/MAPK12/DDIT3/MT-CO2/SDHD/SREBF1/ERN1/IL6/ATF4/NDUFV3",51
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","39/2256","115/9382",0.339130434782609,1.41033765032377,2.49110430675,0.010429746938251,0.0389451188864478,0.0389451188864478,"RXRB/MMP25/BCL2/ARAF/FGFR1/ADCY3/PRKACB/ARHGEF1/OXSR1/CREB1/MEF2C/GNAI3/ITPR2/FOS/JUND/PLD2/GNA13/PDE4B/SP1/CDKN1A/HBEGF/MAPK1/SGK1/VDR/ITPR1/ARRB2/CYP27B1/KL/PDE4A/RHOA/RAF1/PDE4D/EGR1/GNA12/MAFB/ATF4/ATF2/MEF2D/WNK1",39
"Organismal Systems","Immune system","hsa04062","Chemokine signaling pathway","60/2256","193/9382",0.310880829015544,1.29285635541837,2.31297207073482,0.0146384300190315,0.0540851467018952,0.0540851467018952,"CXCL1/CCL20/RELA/VAV3/SOS2/CCL2/CXCL3/CCL3/SHC1/ADCY3/PRKACB/GRK6/PAK1/CXCR1/CXCL5/CCL4L2/IKBKB/PIK3R6/IKBKG/CCL7/NRAS/AKT2/CCR7/GNB2/CCL5/CCR5/RASGRP2/XCR1/CXCL2/STAT2/ROCK2/ELMO1/GNAI3/FOXO3/NFKBIB/JAK3/CCR2/CCL3L3/VAV2/RAC1/MAPK1/RAC2/CXCL16/ARRB2/SOS1/AKT1/CXCL8/RHOA/CCR1/SRC/PIK3R5/RAF1/GRK2/LYN/NFKBIA/CCL4/CXCL6/PRKCD/CRKL/VAV1",60
"Human Diseases","Neurodegenerative disease","hsa05010","Alzheimer disease","112/2256","388/9382",0.288659793814433,1.2004460042407,2.26886173725262,0.0148261187926379,0.0542079968355823,0.0542079968355823,"IL1A/DVL1/PSMC4/MT-CYB/RELA/PSMC6/APBB1/XBP1/RTN4/CASP9/ARAF/APH1A/NDUFS2/CSNK1A1/ATP2A2/ATP5F1A/UQCRC2/TUBB2A/FZD2/TUBB6/IKBKB/GAPDH/IKBKG/APAF1/NRAS/AKT2/FRAT1/MT-CO3/MAP2K7/PSMB2/WNT5A/SLC39A13/PSMC3/CALM2/ATF6/NDUFB5/UQCR11/CDK5R1/SLC39A3/ADAM17/CSNK1E/ATG2A/PSMB6/CTNNB1/ITPR2/CYCS/MT-ND2/IL1B/ATP5F1D/APC/MTOR/FZD7/NDUFS7/NDUFA8/BID/UQCRFS1/DVL3/SLC39A8/VDAC2/CSF1/TUBA4A/ATP2A3/TUBB4B/MT-ND5/PTGS2/MAPK1/ADRM1/CALM3/ATG101/PPIF/NDUFA11/PSMA7/TNF/ITPR1/MT-CO1/TUBA1C/NDUFS1/EIF2S1/MT-ND6/PIK3C3/NDUFB1/MT-ND4/AKT1/VDAC3/MME/MT-ATP8/RAF1/MT-ND1/PPP3CB/FZD4/PSMA1/PSMB4/DDIT3/PSMA6/MT-CO2/SDHD/CSNK2A1/SLC11A2/MT-ND3/APOE/MT-ATP6/FRAT2/WIPI1/ATP2A1/ERN1/IL6/ATF4/LRP1/ULK1/NDUFV3/GRIN2C/WNT5B",112
"Metabolism","Global and overview maps","hsa01210","2-Oxocarboxylic acid metabolism","14/2256","33/9382",0.424242424242424,1.76429185471739,2.47459897034117,0.0151175302282576,0.0547036403104993,0.0547036403104993,"GOT2/GPT/DLAT/PDHB/DLST/IDH3A/IDH3G/IDH3B/NAGS/GOT1/CS/DBT/DHTKD1/IDH1",14
"Metabolism","Metabolism of cofactors and vitamins","hsa00770","Pantothenate and CoA biosynthesis","10/2256","21/9382",0.476190476190476,1.98032759202972,2.53041036418821,0.0156335718292604,0.055993711347657,0.055993711347657,"UPB1/AASDHPPT/ALDH3A2/CSAD/COASY/PPCS/ALDH1B1/PPCDC/PANK2/ALDH2",10
"Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","29/2256","83/9382",0.349397590361446,1.45303554644108,2.33251480114994,0.016351454602682,0.0579733390458725,0.0579733390458725,"ECI2/PEX13/PXMP4/PEX1/HMGCL/PEX16/MLYCD/PEX12/ACSL1/NUDT7/PEX11G/SLC25A17/PEX3/GNPAT/EHHADH/FAR1/DECR2/PEX26/CRAT/CROT/HSD17B4/PEX11A/PEX11B/SOD2/ACOX1/AGPS/IDH1/ACAA1/GSTK1",29
"Human Diseases","Cancer: specific types","hsa05218","Melanoma","26/2256","73/9382",0.356164383561644,1.4811765277373,2.3221247931067,0.017230912661624,0.0604317179761274,0.0604317179761275,"GADD45A/IGF1R/ARAF/FGFR1/MET/PDGFB/E2F1/RB1/PTEN/CCND1/NRAS/AKT2/HGF/BAX/GADD45G/FGF9/POLK/CDKN1A/CDKN2A/MAPK1/AKT1/RAF1/PDGFA/CDK6/GADD45B/TP53",26
"Human Diseases","Infectious disease: viral","hsa05165","Human papillomavirus infection","97/2256","333/9382",0.291291291291291,1.21138958107043,2.20992027995843,0.0173891838050965,0.0604317179761274,0.0604317179761275,"HDAC2/ATP6AP1/DVL1/LFNG/RELA/PPP2R2D/ATP6V1A/SOS2/VEGFA/SPP1/TNXB/PKM/HEY1/PRKCI/CSNK1A1/PRKACB/E2F1/RPS6KB2/RB1/PTEN/ITGA3/CCND1/FZD2/OASL/LAMB2/ITGB8/IKBKB/IRF1/MFNG/IKBKG/NRAS/AKT2/HES1/ATP6V0C/WNT5A/TBPL1/HLA-B/TCF7L1/PPP2R3A/NOTCH4/NOTCH1/BAX/HLA-E/HLA-A/CREB1/VTN/STAT2/PPP2CA/ITGA7/HES4/CTNNB1/JAG1/PPP2CB/CCND2/TYK2/APC/MTOR/FZD7/HLA-C/PPP2R5D/MX2/DVL3/ATP6V1F/ATP6V0B/CDKN1A/PPP2R5A/IKBKE/HLA-F/PTGS2/MAPK1/CDKN1B/TNF/CCNA1/TCIRG1/TICAM1/ATM/RBPJ/SOS1/ATP6V0A2/AKT1/IRF9/PTGER4/RAF1/RBL2/LAMA2/FZD4/ATP6V1H/ATP6V0D1/CDK6/ITGB7/LAMB1/LAMB3/THBS1/TP53/IFNB1/RPS6KB1/WNT5B",97
"Environmental Information Processing","Signal transduction","hsa04330","Notch signaling pathway","23/2256","63/9382",0.365079365079365,1.51825115388945,2.3221865387652,0.0178283834270208,0.0613506135576893,0.0613506135576893,"HDAC2/DVL1/LFNG/APH1A/HEY1/MFNG/HES1/NCOR2/NOTCH4/DTX4/TLE1/NOTCH1/ADAM17/NRARP/JAG1/DVL3/DTX3L/ATXN1L/RBPJ/RITA1/DLL1/TLE3/JAG2",23
