"STRING_ID","Degree","Betweenness","gene"
"9606.ENSP00000310205",2,936,"NRIP3"
"9606.ENSP00000310405",20,150.241327159053,"XCR1"
"9606.ENSP00000310472",1,0,"ZNF624"
"9606.ENSP00000310520",7,976.171067252855,"ERCC4"
"9606.ENSP00000310796",2,27.1892870185066,"THAP2"
"9606.ENSP00000311005",21,1418.21016182529,"MAPK7"
"9606.ENSP00000311035",8,1.3298881955229,"CD200R1"
"9606.ENSP00000311313",1,0,"CST6"
"9606.ENSP00000311521",3,1916.51176539264,"ZNF490"
"9606.ENSP00000311687",4,32.6095147147226,"NIPAL4"
"9606.ENSP00000311760",5,1802.22082703938,"TTC9B"
"9606.ENSP00000312017",1,0,"TLCD3A"
"9606.ENSP00000312027",13,85.9912552915948,"CD7"
"9606.ENSP00000312150",15,1587.5350600334,"TRIB1"
"9606.ENSP00000312624",10,1332.0895753177,"TCAP"
"9606.ENSP00000312988",15,209.083235197216,"NFKBIB"
"9606.ENSP00000313140",1,0,"EXD2"
"9606.ENSP00000313437",5,74.6112348704737,"MMP19"
"9606.ENSP00000313582",2,65.7687687347149,"ZNF436"
"9606.ENSP00000313681",18,1068.01868393955,"SPHK1"
"9606.ENSP00000313816",2,53.0516116610147,"PRIMPOL"
"9606.ENSP00000314080",9,231.502330065055,"HIC1"
"9606.ENSP00000314223",5,957.51970047015,"GPR88"
"9606.ENSP00000315064",1,0,"MAGEF1"
"9606.ENSP00000315130",27,1587.81681405834,"CLU"
"9606.ENSP00000315137",1,0,"SGPP2"
"9606.ENSP00000315397",3,936,"MRPS31"
"9606.ENSP00000315465",5,978.349147186209,"DSCAML1"
"9606.ENSP00000315474",7,249.142577400011,"GIMAP7"
"9606.ENSP00000315731",3,16.8596305946332,"METRNL"
"9606.ENSP00000316173",4,1374.60821866466,"B3GNT5"
"9606.ENSP00000316543",5,305.357360348835,"RAPH1"
"9606.ENSP00000316628",3,333.948279638485,"RNF152"
"9606.ENSP00000316779",19,3865.62386481259,"BIN1"
"9606.ENSP00000317039",10,339.789455993921,"RMI1"
"9606.ENSP00000317272",42,2869.01296802478,"MET"
"9606.ENSP00000317564",1,0,"EID2B"
"9606.ENSP00000317790",6,674.548154023312,"SPTBN5"
"9606.ENSP00000317955",10,1855.29385192702,"EEA1"
"9606.ENSP00000318057",13,404.347038969913,"EGR3"
"9606.ENSP00000318154",1,0,"MRFAP1L1"
"9606.ENSP00000318158",1,0,"MRPS24"
"9606.ENSP00000318486",13,2811.01527573807,"CDK5R1"
"9606.ENSP00000318687",9,755.028406601319,"HSPH1"
"9606.ENSP00000318697",1,0,"TUBB6"
"9606.ENSP00000318799",5,635.230423155423,"BHLHE22"
"9606.ENSP00000319231",2,252.077350278473,"PHLDA2"
"9606.ENSP00000319482",2,0,"DCUN1D3"
"9606.ENSP00000319501",4,987.224812797166,"UGDH"
"9606.ENSP00000320084",37,521.081894870641,"CD276"
"9606.ENSP00000320318",2,1,"NEU4"
"9606.ENSP00000320434",1,0,"CTNNAL1"
"9606.ENSP00000320797",5,1872.12786382233,"TUBD1"
"9606.ENSP00000320886",19,2153.63052071324,"MLXIPL"
"9606.ENSP00000321445",5,28.8136617375329,"MSC"
"9606.ENSP00000321735",3,288.817064732051,"SLC16A8"
"9606.ENSP00000322238",1,0,"C14ORF119"
"9606.ENSP00000322628",2,49.4422640865924,"ARL4D"
"9606.ENSP00000322898",13,1444.48745106257,"EBF1"
"9606.ENSP00000323148",3,89.859332370409,"ZKSCAN1"
"9606.ENSP00000323300",16,2735.94862890863,"SPAG5"
"9606.ENSP00000323816",1,0,"AHRR"
"9606.ENSP00000323901",13,783.729060501574,"FZD2"
"9606.ENSP00000324343",5,1539.80851831444,"UPB1"
"9606.ENSP00000325266",2,1870,"TTC9C"
"9606.ENSP00000325663",28,82.3652879825571,"NFKBIZ"
"9606.ENSP00000326119",20,1302.74006522024,"PMAIP1"
"9606.ENSP00000326244",5,1137.61683804189,"TMEM151A"
"9606.ENSP00000326630",7,1001.43991741829,"ZFPM1"
"9606.ENSP00000326671",1,0,"SLC47A2"
"9606.ENSP00000326737",17,208.94220816591,"TNFRSF12A"
"9606.ENSP00000326888",1,0,"LIMS2"
"9606.ENSP00000326981",8,871.625106338884,"IMP3"
"9606.ENSP00000327168",2,759.594367039237,"PRR7"
"9606.ENSP00000327368",12,831.765123031638,"COL10A1"
"9606.ENSP00000327513",61,701.937424477058,"CSF1"
"9606.ENSP00000327959",7,209.531026274127,"TGIF1"
"9606.ENSP00000328016",2,0,"TNFAIP8L3"
"9606.ENSP00000328059",4,111.938195066309,"RLIM"
"9606.ENSP00000328118",1,0,"MCF2L2"
"9606.ENSP00000328174",10,1212.58077470691,"PIF1"
"9606.ENSP00000328207",22,735.987985389982,"TNFRSF18"
"9606.ENSP00000328230",10,339.673219744698,"FFAR3"
"9606.ENSP00000328245",1,0,"ZNF71"
"9606.ENSP00000328515",1,0,"ZNF696"
"9606.ENSP00000328818",2,14.1360782378862,"GPR132"
"9606.ENSP00000329097",8,394.303123612291,"PHF6"
"9606.ENSP00000329102",7,101.924825460754,"LIN9"
"9606.ENSP00000329137",1,0,"C1QTNF12"
"9606.ENSP00000329295",1,0,"NXPH3"
"9606.ENSP00000329418",36,1086.331895458,"SOCS1"
"9606.ENSP00000329757",2,2.35105694881478,"ATP6V0C"
"9606.ENSP00000329880",2,2.99256097158302,"PHACTR1"
"9606.ENSP00000330032",3,309.153294998609,"UPP1"
"9606.ENSP00000330341",51,2535.90400145469,"SOCS3"
"9606.ENSP00000330382",31,1323.66237710183,"PDGFB"
"9606.ENSP00000330875",7,994.765804777213,"FANCF"
"9606.ENSP00000330898",2,0,"POLR2J2"
"9606.ENSP00000330959",26,2822.02620603221,"IL1R2"
"9606.ENSP00000331242",3,1.44257592798268,"KREMEN1"
"9606.ENSP00000331643",1,0,"PGBD2"
"9606.ENSP00000331698",1,0,"KCNJ15"
"9606.ENSP00000331845",1,0,"PRR14L"
"9606.ENSP00000331867",5,14.1748008454728,"TAS1R1"
"9606.ENSP00000331944",7,615.304411846766,"AEN"
"9606.ENSP00000332116",11,1093.55249833981,"PDE4B"
"9606.ENSP00000332118",6,32.1743909608101,"EPHB3"
"9606.ENSP00000332663",1,0,"RIPOR3"
"9606.ENSP00000332737",6,488.105106528005,"UNC5A"
"9606.ENSP00000332788",2,936,"ANO9"
"9606.ENSP00000332900",1,0,"ADGRG3"
"9606.ENSP00000333685",31,2355.70022316509,"MAPK11"
"9606.ENSP00000333982",7,192.45273129134,"NDEL1"
"9606.ENSP00000334145",33,801.832795131064,"F3"
"9606.ENSP00000334382",13,3280.45505082907,"HOMER1"
"9606.ENSP00000334910",2,2.48701302824097,"PDE2A"
"9606.ENSP00000335062",34,315.434268217896,"PDCD1"
"9606.ENSP00000336630",15,2126.48590287765,"ADORA2A"
"9606.ENSP00000336931",3,75.7595222638283,"PNRC1"
"9606.ENSP00000337226",5,47.3207617023155,"CDCA4"
"9606.ENSP00000337383",47,1009.68858994085,"NLRP3"
"9606.ENSP00000337512",2,124.39446692524,"CMTR2"
"9606.ENSP00000337746",2,4.74839129435191,"ISYNA1"
"9606.ENSP00000338157",22,1650.81916598697,"ZBTB16"
"9606.ENSP00000338164",1,0,"TMEM217"
"9606.ENSP00000338272",20,538.334059965114,"HEY1"
"9606.ENSP00000338290",1,0,"GZF1"
