"Gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"CHAF1A",398.921126112163,-0.359807889388691,0.110196973018534,-3.26513405525374,0.00109412281234414,0.00593581591441446
"RTL8C",670.875543866563,0.361737083841578,0.110813151848222,3.26438764540367,0.00109700962213227,0.00594703631794036
"LINC02028",1.95062726434833,3.25650370885371,0.997579589855928,3.26440490760644,0.00109694277945877,0.00594703631794036
"TLR4",6513.41293301693,0.418253669182149,0.128128066292155,3.26434075910002,0.00109719119421133,0.00594703631794036
"SRP68",1292.74117634756,-0.305768289805179,0.0937048588047985,-3.26309962690559,0.0011020077245388,0.00597132861188431
"LINC00957",31.1289149581311,-0.953422588304288,0.292199907137319,-3.26291201679345,0.00110273749232436,0.00597166031102021
"LINC00680",77.2571801878885,-0.747362438038308,0.229047701110102,-3.2629117621183,0.00110273848326609,0.00597166031102021
"WDR13",1400.7326322024,0.340847669737612,0.104468979353381,3.26266870651284,0.00110368458881785,0.00597496986201297
"RHPN1",44.0025990366941,0.758539793137525,0.232497244814242,3.26257540704869,0.00110404796076288,0.00597512364201706
"DMPK",58.9354201636543,1.04603000430274,0.320630890180263,3.26241181476509,0.00110468536810023,0.00597675996244217
"HTRA3",6.28558892678003,2.1770651919941,0.667388573226228,3.26206542834548,0.00110603612250555,0.0059822535940734
"CAB39",2163.84818088418,-0.302766085960469,0.0928311280280766,-3.26147158169723,0.00110835541694137,0.00599298088129742
"CIPC",145.39468399231,-0.625774978723872,0.191877145423105,-3.26133150117481,0.0011089031627598,0.00599412564160886
"ECI2",51.1918286084238,-0.664283975972098,0.203704627350663,-3.26101564118414,0.00111013916380498,0.00599898891364834
"TMEM119",67.1283140321426,0.921924571050003,0.28274447159984,3.26062810647904,0.00111165737753706,0.00600537380390854
"IL27",49.3366404602318,0.670200291421461,0.205551477900781,3.2604985294485,0.00111216543923486,0.00600629945657626
"AGO1",2061.22145532737,-0.287698994012442,0.088246527101205,-3.26017355541364,0.00111344058235235,0.00601136595278488
"PRPF3",1084.46117982044,0.637837627184891,0.195726762502257,3.25881662288025,0.00111877957615509,0.00603836311027369
"ANKRD26",225.727669589827,-0.432443034793437,0.132730497110324,-3.2580533050667,0.00112179332313889,0.00605114151699155
"SRSF3",6888.69557609231,0.433972891565868,0.133200392496984,3.25804514108842,0.00112182559685453,0.00605114151699155
"DOCK6",30.1230052120129,0.783122100710104,0.240382945673437,3.25781056770135,0.00112275327559344,0.00605431467050657
"RPS3AP26",104.445900828331,-0.51717607628166,0.158790637682621,-3.25696831897201,0.00112609000568278,0.00607047250570244
"SDE2",764.294728272836,0.791115812123624,0.242909305330366,3.25683617203415,0.00112661436243842,0.00607146434960014
"MTMR9",245.637621993605,-0.322340944947749,0.0989797003322402,-3.25663690499934,0.00112740547741269,0.00607389275327318
"PRDX3",1607.70640608662,-0.245353708581931,0.0753498954397744,-3.25619175912509,0.0011291746175163,0.00608158720629701
"BHLHE22",4.80383275066121,5.9299913797101,1.82160960941572,3.25535798068837,0.00113249520469164,0.00609763038372757
"DOCK4",151.899737062308,0.574168802766727,0.176392267893065,3.25506786450984,0.00113365273021095,0.006102020941914
"CEP19",49.6231977629668,-0.674588593848464,0.207286554320312,-3.2543769954613,0.00113641361191238,0.00611503650355749
"MAN1C1",318.09458070787,-0.465736903705812,0.143147535018867,-3.25354469879223,0.00113974792696732,0.00613112892679223
"GPR180",72.0316184773442,-0.742684204259476,0.228288404770829,-3.25327168940109,0.00114084361491948,0.006133323810408
"EPM2A",65.2852002031644,-0.613369386697632,0.188534707552868,-3.25334997814995,0.00114052931360118,0.006133323810408
"SRXN1",4.54515253018436,1.95961932415105,0.60254451315628,3.25223992811099,0.00114499325460558,0.00615377814873584
"MRPL58",159.211827843374,-0.550211326563767,0.169185815519329,-3.25211262465975,0.00114550622199906,0.00615468071928291
"VWA8",253.296823455075,-0.442973251953773,0.136217693144768,-3.25195091567872,0.00114615813226662,0.0061563290464836
"ZNF426",146.808397656763,0.505220844142784,0.155407023759749,3.25095244680723,0.0011501909406571,0.00617613064402207
"APOL4",24.5084145410113,-1.51230996919764,0.465251140791074,-3.25052393558075,0.00115192571312761,0.00618358437278675
"IL12RB1",598.854938774779,0.339608129883695,0.104489837818798,3.25015462721485,0.00115342275032728,0.00618975782801988
"B4GALT1-AS1",13.1822627650599,1.56752563984382,0.482452391850813,3.2490783885025,0.00115779567896042,0.00621135618685591
"SREK1IP1",407.786615908649,-0.312671477633658,0.0962390688492435,-3.24890381185474,0.00115850645418597,0.00621330070047184
"CCNC",234.554770188142,-0.320248987601706,0.098584492425723,-3.24847224671764,0.00116026526906817,0.00622086320097326
"S100Z",256.962629905791,-0.50676858372205,0.156035612410044,-3.24777514501188,0.00116311147367064,0.00623424953946422
"KCNA3",204.257092332591,0.78643476392957,0.242231089461746,3.24663017318331,0.00116780029823866,0.00625750126764232
"C10ORF55",3.26681414276926,3.22022687815352,0.992209710733443,3.2455103425395,0.00117240305687897,0.00628027799657868
"ZNF775",42.8473288221675,-1.00168741976215,0.308731791478262,-3.24452306957405,0.00117647487203795,0.00630019776866195
"LONP1",1252.23023534981,0.319892423029574,0.0986022875860217,3.24426979192036,0.00117752157051753,0.00630391049666617
"ARHGEF2",4149.77540010185,-0.282034183845137,0.086957429923562,-3.24335924018285,0.00118129163984214,0.00632219630108134
"SDHAP1",398.479070495503,-0.397595414869239,0.122591853211292,-3.24324499919231,0.00118176543249322,0.00632283496845051
"YIPF4",383.096402657033,-0.549669825689002,0.169500553778068,-3.24287923217466,0.00118328356250826,0.00632905912684329
"USP12",799.998232984652,0.532871694790476,0.164383823229219,3.24163098486542,0.00118847803908512,0.00635493742841736
"IL1RAP",565.827082237335,0.774501978721093,0.239016003284085,3.24037707969098,0.00119371726520943,0.00638103942966913
"ZNF548",206.733482548141,0.597667167047779,0.184462587664667,3.24004544560696,0.00119510650458024,0.00638655177612411
"FOXO3",2407.28803926848,0.57934044710798,0.178837004023886,3.23948866326681,0.00119744226588448,0.00639711744200282
"THRA",678.124414867073,0.623362002935367,0.192447479583922,3.23912791314854,0.0011989579018518,0.00640329672252469
"MLLT10",835.949933080734,-0.383597635512551,0.118433770609596,-3.23892107410003,0.00119982770337859,0.00640602411639249
"NUDT21",1055.90564089187,-0.297124974987546,0.091741850151817,-3.23870702951657,0.00120072841941283,0.00640891488494498
"RENBP",1348.08312662347,0.256018095707071,0.0790600687121604,3.23827312418832,0.00120255624326144,0.00641420436404489
"PARN",566.68409548207,-0.34561177488173,0.106729076288396,-3.23821574120851,0.00120279816110159,0.00641420436404489
"ARL6IP5",3364.97999014226,-0.271317255081552,0.0837848294522022,-3.23826230661881,0.0012026018450367,0.00641420436404489
"PCED1A",819.145964484591,0.502817577815014,0.155282370496675,3.23808540664814,0.00120334779864513,0.00641521758285471
"GIN1",33.1060198711443,-1.00898706397646,0.311618778965721,-3.2378891520124,0.00120417586733442,0.00641771410860812
"SLED1",74.1679054114116,1.66371396456318,0.513885528578933,3.23751861462982,0.00120574073274531,0.00642413476425057
"MGA",683.861910735205,-0.400392921370687,0.123682882091104,-3.23725413413118,0.00120685884404904,0.00642625315228264
"SLAMF7",417.34469176163,0.842675380786756,0.260298829556491,3.23733834002459,0.00120650275338325,0.00642625315228264
"ARL13B",92.9811847894327,-0.465505334191487,0.143872259378121,-3.23554614491776,0.00121410259331238,0.00646289527290545
"AMDHD2",250.338338851263,0.557663711926015,0.172381860426083,3.23504869101433,0.00121621988327095,0.0064722345697456
"ALCAM",618.478370464085,0.400494232866813,0.123848108109951,3.23375333687987,0.00122174925251887,0.00649972059839894
"NMD3",795.083298418028,0.581196789674627,0.179739584450469,3.23354920092624,0.00122262274532127,0.00650242830382851
"H2AZ2",1639.65128847579,0.209142656504798,0.064687412597608,3.23312756077883,0.00122442875965886,0.0065081526265777
"WBP11",2394.56063325802,0.373649911823752,0.115568980555576,3.23313323374059,0.00122440444427621,0.0065081526265777
"DIP2B",1360.30759432489,0.332004626943525,0.102695156801951,3.23291416345759,0.00122534374476056,0.0065103345120179
"RNASE1",30.5298899386821,1.29426071195525,0.400345226572122,3.23286160556253,0.00122556919449244,0.0065103345120179
"HYPK",14.6632410988727,0.991501959184241,0.306738549781273,3.23240088306884,0.00122754712726661,0.00651890016557959
"ZMYND19",142.209988472956,-0.518199816366006,0.160383833066515,-3.2309978285099,0.00123358877045227,0.00654903466884749
"BAG6",5053.20543000646,0.210635262599946,0.0651937666628061,3.2309110729771,0.00123396324535803,0.00654907360032628
"HMGXB3",945.65551912694,0.379841704727974,0.117572083779767,3.23071338464567,0.00123481694704463,0.00655165517590188
"TMEM198B",200.447217900228,0.46191939962645,0.142993342553449,3.23035598285837,0.00123636174345686,0.00655790091578456
"BAIAP2-DT",1414.56324189043,-0.614923038663823,0.190390077830991,-3.22980612051479,0.00123874189683085,0.00656857251952104
"GGT1",15.5163127121687,1.19881198091477,0.371271685781896,3.22893456954594,0.00124252319310456,0.00658470847254879
"REL",1629.19096277237,0.584206162924125,0.180928106278608,3.22894090332497,0.00124249567507158,0.00658470847254879
"EGR1",18082.2769808523,1.92658292797996,0.596891566833947,3.22769332828576,0.0012479268231049,0.0066113806565326
"DYNLT3",263.033971983415,0.456422843153745,0.141453941022614,3.22665342410487,0.00125247064700225,0.00663348319513841
"SNX9",510.85384849239,0.825455151467765,0.255893659604433,3.22577414674429,0.00125632453167212,0.0066519195595035
"ZCCHC2",831.499539669556,0.53804470587544,0.16681404618871,3.22541607357676,0.00125789710624932,0.00665826960868707
"ABHD15",217.093443509365,-0.390783150980511,0.121167160878901,-3.2251572797936,0.00125903479994671,0.00666231467263404
"ZFTA",136.436112046073,0.655950044389595,0.203413693432597,3.224709375856,0.00126100609364309,0.00667076711103362
"SLTM",2879.6585863718,-0.265258602768914,0.0822889612139225,-3.22350165630764,0.00126633566182568,0.00669697466221359
"CPPED1",7082.17472827178,-0.214336049973317,0.066497686435286,-3.22321063277749,0.00126762303055009,0.00670179597479327
"CEP152",202.843425725241,-0.532558879117753,0.165281288129098,-3.22213654761562,0.00127238480856038,0.00672497784151114
"KLHDC8B",182.523086661476,-0.651140619201805,0.20211712319398,-3.22160047061861,0.00127476758937837,0.00673557590620002
"RIOK3",2877.360938965,0.494703071824698,0.153567146709287,3.22141214722966,0.00127560563549439,0.00673601341798369
"TCF12",769.195991515005,-0.260949550641461,0.081002803579336,-3.22148788820477,0.00127526852420311,0.00673601341798369
"SLCO5A1",2.31669708466697,3.1247330249932,0.970117388954264,3.22098445051222,0.00127751079134922,0.00674407738860234
"PDGFB",5.01435965876009,2.75440187934443,0.855370788173318,3.2201261925563,0.00128134178936466,0.00676230024813218
"RAD23A",1399.40706896339,0.197587795151213,0.0613682680227114,3.21970623446776,0.00128322021391857,0.00677021064060323
"ALG2",333.320578493476,0.482786083312097,0.150009941417529,3.21836058830487,0.00128925627039274,0.00680004534336654
"LEPROTL1",437.820997127117,-0.461924043523362,0.143538942789152,-3.21810955652568,0.00129038519976195,0.00680398793773386
"TPTEP2",33.3272309297363,-0.951331293935197,0.295662959879774,-3.21762081500517,0.00129258576515764,0.00681357709186821
"BPNT1",181.636154228488,-0.587939879631533,0.182794256794238,-3.21640236374246,0.00129808694902174,0.00683853366705544
"PGRMC2",328.180288061649,-0.298719527363308,0.0928728870913597,-3.21643416845064,0.0012979430797531,0.00683853366705544
"SFXN5",1023.36141713926,-0.231124581591647,0.0718719945485982,-3.21578082037734,0.00130090146954236,0.00684729430914622
"CNIH4",331.223677214117,-0.359298225098424,0.111728792453913,-3.21580693039917,0.00130078312289342,0.00684729430914622
"AGL",154.345427152849,-0.696047969204434,0.216442566017361,-3.21585528212877,0.00130056398940746,0.00684729430914622
"GPR137",310.370794118902,0.474843954918881,0.147685922524485,3.2152282817623,0.00130340824520206,0.0068584649787358
"HNRNPA0",4083.01650455822,0.348635811240347,0.108456965662092,3.21450825322326,0.0013066815846743,0.0068734127463616
"ANXA11",5598.51697360866,0.260810351793183,0.0811372554408321,3.21443399060219,0.00130701962303277,0.0068734127463616
"ARV1",101.217928276984,-0.802117028161983,0.24959237447066,-3.2137080704614,0.00131032821452388,0.00688878122330589
"STK40",2972.23606190589,0.495510968919385,0.154206777631527,3.2132891726938,0.00131224097776343,0.00689680452602951
"C1QC",52.0595849106506,1.32413144120402,0.412092126979964,3.21319276567591,0.00131268155429383,0.00689708794270793
"ALAD",1238.26504157709,-0.292773070703234,0.0911342989183315,-3.2125453772964,0.00131564363323489,0.00690858143351307
"ZADH2",733.234417422838,-0.486959472523872,0.151579080607698,-3.2125770295716,0.00131549866723721,0.00690858143351307
"TMUB1",450.009159095583,0.421450028894726,0.131202697799732,3.21220551072835,0.00131720113606571,0.00691472450416132
"ZNF408",254.316112884003,-0.614477683114732,0.191304907588194,-3.21203303596094,0.0013179921849565,0.00691521237762588
"GOT1",87.4828567462371,-0.567835155143544,0.176784648352142,-3.21201620410195,0.00131806940710438,0.00691521237762588
"MACC1",1.52697924740975,3.31078908858079,1.0308070450515,3.21184173553584,0.00131887008975181,0.00691737861246482
"OSBPL5",1167.55599048566,0.492680781224976,0.15343289112755,3.21105062678775,0.00132250633288744,0.00693441151265318
"GTF2H3",219.2770793765,-0.456280789826831,0.142108401130635,-3.21079391645106,0.00132368825983193,0.00693856925620983
"ADORA3",10.1480989178748,-1.71359512608677,0.5337914498459,-3.21023337219333,0.00132627246514836,0.006950072924006
"PDHB",456.180851889017,-0.327723066530514,0.102105495018746,-3.20965161052642,0.00132895940847161,0.0069621080553059
"NEK4",655.143343704224,-0.359942123714328,0.112164577782492,-3.20905343585677,0.00133172739391257,0.00697456055567009
"TRIAP1",221.501003417476,-0.520438008645346,0.162207012107012,-3.20848033562198,0.00133438433884819,0.00698642437228473
"FRMD6",13.6927637566396,1.22227887949958,0.381045271268695,3.20769990250761,0.00133801036316144,0.00700335125868744
"LINC00671",30.6210789434425,0.969416322533477,0.302223345906025,3.20761561165071,0.00133840253620728,0.00700335125868744
"KLHL17",302.340776613443,0.524659728362638,0.163576559299464,3.20742611661204,0.00133928457120602,0.00700580652702665
"PHF23",411.258155469037,-0.543410335645419,0.169426785024638,-3.20734608501482,0.00133965725214082,0.00700580652702665
"CLPB",675.231162963811,-0.336127455896022,0.104807575424042,-3.20709122919866,0.00134084466975103,0.00700790718400789
"PHF8",887.059435059323,0.275206891709087,0.0858103880531797,3.20715123136993,0.00134056502183078,0.00700790718400789
"RNVU1-25",5.87055831848852,2.89773372425565,0.903633520308589,3.20675767236488,0.00134240023617775,0.00701398225335052
"PLP2",2684.25758299958,0.440827719181546,0.137476646646647,3.20656438700163,0.00134330239819517,0.00701458670345591
"SLC26A11",539.511934461039,0.523236879489117,0.163174170941189,3.20661582939925,0.00134306223550836,0.00701458670345591
"DPYD-AS2",3.22243956222445,-2.84863362188701,0.888458552548207,-3.20626506854685,0.00134470057492431,0.00701983285206317
"C2CD4B",3.59506105470531,3.52814089627534,1.10059057972757,3.20567971529309,0.0013474387586,0.00703001245273673
"CYLD-AS1",141.565579467013,0.409883767436474,0.127861107445203,3.20569542706436,0.00134736519445708,0.00703001245273673
"PSMA7",3016.02906964025,0.237219695785899,0.0740095002802104,3.20526006644757,0.00134940496968602,0.0070382122366255
"ADGRE5",11295.7848922291,0.401613496266591,0.125333041011944,3.20437047584538,0.00135358178826534,0.0070579339196367
"FAM183BP",5.33296634539418,2.16345603949301,0.675586134975709,3.20233931321103,0.00136316327320044,0.00710581720261529
"KIAA1614",26.7574453205552,-0.787555266247543,0.245978681724058,-3.20172163184056,0.00136608940680784,0.00711068072326763
"MFSD8",125.279879926884,-0.557251304015315,0.174047105244476,-3.20172693037652,0.00136606428150829,0.00711068072326763
"MTIF2",531.798250710224,-0.267710820562674,0.0836082661046385,-3.20196594231035,0.00136493134623543,0.00711068072326763
"USP11",281.38396534791,0.37410332777327,0.116839128729483,3.20186680473652,0.0013654011608683,0.00711068072326763
"NECTIN4",10.9087573841693,2.06562114683813,0.645104130506561,3.20199646716898,0.00136478671844238,0.00711068072326763
"SPTBN5",170.339398806766,1.0076005306896,0.314721758010893,3.20155980653464,0.00136685697681045,0.00711260056952881
"OMA1",96.9669191184991,-0.619183184554439,0.193439900778071,-3.20090726920301,0.00136995613052908,0.00712664842705676
"RILPL2",4971.50109390612,0.504766810086424,0.157727526588706,3.20024551835308,0.00137310566078082,0.00714095008076044
"DNASE2",792.452588712248,0.561732192748249,0.175589998373452,3.19911269407005,0.0013785127186282,0.00716698043570093
"NET1",152.632733815914,0.835036960323346,0.261091011115192,3.1982600885288,0.00138259521483033,0.00718611114281566
"ZNF569",45.1409765527277,-0.638221950465693,0.199566183655954,-3.19804657669842,0.0013836193090545,0.00718933913047311
"ADD2",74.9229482999342,1.14566178555604,0.358296049843814,3.19752837368831,0.00138610774271171,0.00719807566651863
"GPX4",2805.84736225924,0.274613007053724,0.0858823495819126,3.19754883734061,0.00138600939713064,0.00719807566651863
"ATP5MC2P3",13.4608885459083,-1.83285724242984,0.573326156859786,-3.19688404322723,0.00138920760215628,0.00720997532943374
"ARRB2",17023.8563561528,0.28504200826912,0.0891602768518512,3.1969619020222,0.00138883268595139,0.00720997532943374
"SERPINB9",2335.10219766089,1.19306332189075,0.373291512141875,3.19606335286109,0.00139316518224938,0.00722841201889598
"RARS2",374.807481473417,-0.293113851949619,0.0917354698185006,-3.1952073993794,0.00139730388432698,0.00724777746107141
"MIR29B2CHG",439.700525710212,0.98113918759796,0.307084614958742,3.19501251383037,0.0013982477771094,0.00725056507211554
"SSTR3",7.95528387779787,1.94872242563311,0.61013704780797,3.1939093563229,0.00140360181268328,0.00727621305860051
"ERI1",157.712572886321,-0.427732012807893,0.134012235156896,-3.19173851780863,0.00141419294301973,0.00732898713468503
"BICD2",2768.06274096797,-0.402003362475405,0.125963988817977,-3.19141499287003,0.00141577765677623,0.00733506878930423
"UNG",35.6175166336328,-1.15466996108113,0.361824753413652,-3.19124092585525,0.00141663096193681,0.00733735862341138
"NUDT9",245.963905862443,-0.272980461460177,0.0855459334569167,-3.19103960210637,0.00141761847542228,0.00734034205067712
"HDAC8",97.8514415034463,-0.483446451147215,0.151524973309727,-3.19053975451967,0.00142007302330552,0.00735091775673935
"KRBA2",49.7044772423361,-0.834534002319353,0.261573741027945,-3.1904349383075,0.00142058822972398,0.00735145136113037
"RAB5C",923.416199021002,0.315653242691726,0.0989483639982952,3.19008046153411,0.00142233187764324,0.00735833991687937
"DHX8",1628.63246475766,0.218134085177739,0.0683918111434774,3.18947665708283,0.00142530649540516,0.00737159097275653
"RAB5A",830.200798751739,0.465489480756228,0.145951237576175,3.18934932301124,0.00142593453325792,0.00737270150847967
"RBM33",2215.24977187054,-0.258507857853239,0.0810643209234397,-3.18892275798354,0.0014280402990507,0.00738144968254606
"ACVR2A",190.040994734226,0.70691530171846,0.221717206543856,3.18836464132806,0.00143079980716725,0.00739357096183356
"VEGFB",93.8121888174493,0.419368955231277,0.131590559285821,3.18692281199586,0.00143795144310298,0.0074283747008604
"TTC30B",22.5644055754571,-1.10669411062797,0.347343194942331,-3.18616897276976,0.00144170367418872,0.00744560224093181
"RAB10",2804.16331692021,-0.543210775917254,0.17053381695463,-3.18535517246866,0.0014457644900875,0.00746441301712905
"DDX6",1880.092604122,0.339223580772577,0.10650417232666,3.1850731606283,0.00144717417059939,0.00746952918262496
"E4F1",816.474543466895,0.392717756072154,0.123302904719825,3.1849838165979,0.00144762103496715,0.00746967429035117
"NEDD8",57.2498030336691,-0.532630908453052,0.1672398793649,-3.18483193408019,0.00144838098460124,0.00747143435607775
"SDHAF4",67.2380748709699,-0.645287215935216,0.20261949775136,-3.18472419039882,0.00144892030690778,0.00747205563302137
"LNX2",70.2406498578949,-0.651627623135878,0.204619779564211,-3.18457787670225,0.00144965299182456,0.00747367343010593
"PEX16",788.211124413671,0.347466616559355,0.109113670152626,3.18444623916806,0.00145031247575254,0.00747491301429467
"RAB3GAP2",633.891210928063,-0.357156125552162,0.112213776571942,-3.18281887004476,0.00145848821785004,0.00751487950029145
"PEX13",169.70460075087,-0.596774005679515,0.187546481878594,-3.18200586703529,0.00146258855609156,0.00753383039663909
"SSR4",1598.53365063889,0.227632293423118,0.0715582255375053,3.18107795034423,0.00146728143611949,0.00755582166786937
"ADGRB1",76.9610093766896,0.941955789633509,0.29618105349951,3.18033776470131,0.00147103482315416,0.00757296368699102
"HCG18",204.809828795404,-0.465131784088806,0.146265791351316,-3.1800449017611,0.00147252233517653,0.0075784343378185
"LINC01135",14.6684440157327,1.67025469516794,0.525274120292598,3.17977724514115,0.00147388303119502,0.00758113545193947
"FAM111A",1564.92760941629,-0.432861441276697,0.136129604808027,-3.17977446483539,0.00147389717161823,0.00758113545193947
"USP2",3.63413465741545,2.410214888204,0.75834233767798,3.17826760877416,0.00148157934741014,0.00761845269504238
"BUD13",255.132401780378,-0.489891931145912,0.154203317498068,-3.17692212524579,0.00148846998412505,0.00764947495730988
"UBASH3B",654.489756804706,0.515527915070356,0.162271076303161,3.17695504839831,0.00148830102266043,0.00764947495730988
"CYTH2",872.286004591092,0.375698404280547,0.118293314675695,3.17599016741171,0.00149326012452856,0.00767188194163033
"ZNRD1ASP",31.4049043422445,-1.20470062937736,0.37941483119497,-3.17515429110439,0.00149756849634781,0.00769180156575073
"MIS18A-AS1",3.09956452166585,2.61875345578862,0.825094715331381,3.17388223088649,0.00150414707853193,0.00772336660531164
"HCG14",1.61123288066924,-3.10260291567179,0.97758116447909,-3.17375480257441,0.00150480755129893,0.00772453441728643
"CHMP1B",2387.89976390913,0.592839201347165,0.186804611697745,3.17357904582353,0.00150571895323845,0.00772698926578464
"TMEM120A",659.275161973087,0.360065079137796,0.113489741701005,3.17266630217917,0.00151046024805931,0.00774909114319298
"FERMT3",7961.52921260816,0.328127101817437,0.103435256855354,3.17229455210128,0.00151239526187069,0.00775523728026581
"SLC5A3",139.196174392295,-0.735113468618967,0.231731118400829,-3.17226910952645,0.00151252777766817,0.00775523728026581
"OIP5-AS1",1399.36332402153,-0.538792931679032,0.169879342677304,-3.1716212412153,0.00151590575855491,0.00777032382790303
"RNF2",282.090966442997,-0.403067627462299,0.127157130609333,-3.16983896640961,0.00152523441460224,0.00781287588445638
"EXOC7",1608.40507306728,0.203406781741462,0.0641698930018233,3.16981643924016,0.00152535266237656,0.00781287588445638
"TSHZ1",724.823378140489,-0.402670471766422,0.127034027771207,-3.16978433913509,0.0015255211742102,0.00781287588445638
"MELTF-AS1",2.81358630381326,2.44102731848616,0.770179109201401,3.16942811006294,0.00152739237595863,0.00782021389275258
"VPS16",929.908859252076,0.263406464359827,0.0831111566774579,3.16932737901926,0.00152792187974586,0.00782068019825156
"CHI3L1",72.7218621129594,1.55982093819072,0.492191128893957,3.1691366353878,0.00152892500781415,0.00782205552895217
"ADIPOR1",2905.22695776765,0.405645201643751,0.1279997416863,3.16910953334499,0.00152906758770357,0.00782205552895217
"GOLT1B",355.026762204366,0.446683145425225,0.1409852966997,3.16829595625609,0.00153335340401543,0.00784173108395276
"ZNF518A",726.149368617436,-0.317677450421676,0.100286279529343,-3.16770601035934,0.0015364680780269,0.00785540773168353
"ZNF852",77.5219196403596,-0.499215677823475,0.157623244418773,-3.16714504681276,0.00153943514065785,0.00786832207422773
"ZNF678",60.7170439160494,-0.732561820464061,0.231334919101134,-3.16667204117077,0.00154194107382016,0.00787887277994959
"TCEAL3",160.919807377805,0.469490259566548,0.148286310921297,3.16610654516673,0.00154494194133646,0.00789194569002282
"LTB",283.179573507619,0.693017762144759,0.218918257862543,3.16564625039132,0.001547388516476,0.00790218046289692
"SMIM12",696.641020244521,-0.205159966718087,0.0648194797750407,-3.16509739711126,0.00155031046450078,0.00791483630960644
"ZNF850",24.4480949661183,-1.19376598394447,0.377188104039383,-3.16490889071048,0.00155131519382184,0.00791769969310269
"KLF7-IT1",79.5453443875808,1.18795811998313,0.375514784300141,3.16354553708761,0.00155859966799242,0.0079510997660801
"BORA",49.7654056199478,-0.821644476433571,0.259726396798965,-3.16350007762032,0.00155884310220967,0.0079510997660801
"AUP1",2725.46531423647,0.251522166708395,0.0795092165684917,3.16343409687261,0.00155919648961477,0.0079510997660801
"IKBIP",321.95587753818,-0.492446069829359,0.155713976117549,-3.16250398395588,0.00156418595312616,0.00797426379876089
"ZMYM4",703.739470767589,-0.301734637769745,0.0954227059523765,-3.16208427290183,0.00156644224599745,0.00798348479545786
"RHOB",8064.15799757806,-0.768344648494178,0.243008918304014,-3.16179609314975,0.00156799318451452,0.00798910666248784
"ZNRF2P1",17.1337646098144,1.19349317126755,0.377572990062917,3.16096013930623,0.00157250016093897,0.00800749582381657
"GGPS1",46.7787979401295,-0.77942820408513,0.246576168443351,-3.16100379450984,0.00157226450262897,0.00800749582381657
"BRIX1",152.131453747053,-0.514126718639021,0.162654034987713,-3.16086052631808,0.00157303801078428,0.00800794864051654
"ELMO2",805.459244550036,0.314122032472846,0.0994085319304585,3.15991018449594,0.00157817780437339,0.00803182187572399
"THBS1",12482.959243188,1.83670114447559,0.581366492046414,3.15928277532884,0.00158157952967191,0.00804683846271751
"CTIF",839.632223192352,0.320503281785511,0.101463302365822,3.15880987817593,0.00158414797250277,0.00805760807912873
"SLC1A2",13.1062394702473,1.96571499364982,0.622482776426909,3.15786246317231,0.00158930521752512,0.00808153548181675
"MFSD14B",1418.15564193616,-0.579095696728117,0.183390478728652,-3.15771953234802,0.00159008460062428,0.00808319438755656
"NUP214",1589.99779293809,-0.26176302740063,0.0828998367816866,-3.1575819393948,0.00159083520938681,0.00808470611539656
"TXNDC15",398.069574525802,-0.462489633565994,0.146517678332396,-3.15654492229102,0.00159650293549161,0.00811119890723421
"CACNB3",83.7533239630707,0.734776744061726,0.232813297420696,3.15607721810656,0.00159906520900283,0.00811727829834144
"OLFM4",2.14762278181695,4.53154463369421,1.43576305559488,3.15619253193323,0.00159843312165331,0.00811727829834144
"CDV3",5719.95369122511,0.314579625051699,0.0996768666266927,3.15599432142921,0.00159951974541261,0.00811727829834144
"PPP3CB",856.386073882676,-0.299891724111101,0.0950227278147525,-3.15599994872534,0.00159948888624009,0.00811727829834144
"IGSF6",2471.51135977393,-0.463640583526877,0.146926130723796,-3.15560330380215,0.00160166536480676,0.00812585516991555
"ADIRF-AS1",35.2963444726834,0.753617283217216,0.238960385575539,3.15373312359753,0.00161196423556384,0.00817577993573724
"SDHAF3",77.4953842755372,-0.602781298908283,0.19116039074213,-3.15327509306788,0.00161449583296013,0.00818629240146184
"TPM2",66.4683974610691,0.78031499674289,0.247505181676186,3.15272186003679,0.00161755850690302,0.00819949094803524
"PSMC4",1121.29459143639,0.222041855613661,0.0704481433224714,3.15184822681956,0.00162240579339269,0.00822172572231214
"CCNJL",25.691878495788,1.75327502627938,0.55638768837108,3.15117509413695,0.00162614973291072,0.00823835811862012
"ANKRD11",4850.87413146908,0.36455813188301,0.115704017537867,3.1507819662675,0.00162833997215641,0.00824711198845144
"ZNF219",188.744155105162,0.535687698072946,0.170048954093594,3.15019695903632,0.00163160425815579,0.00825895481185672
"FPR1",7861.22441342445,0.564038161164968,0.179046022442194,3.15024122553223,0.0016313570447751,0.00825895481185672
"TMEM92-AS1",3.31547906922456,2.42436907178749,0.769699086216105,3.14976218005645,0.00163403418434744,0.0082665631821865
"FLOT1",3699.90218810154,0.481889047257676,0.152989001645348,3.14982804041541,0.00163366588500539,0.0082665631821865
"DOP1A",351.485030306238,-0.357602149124385,0.113562505807562,-3.14894556598075,0.00163860714391051,0.00828734738675238
"SPIN4",65.6450514502556,0.864252487985625,0.274495144671333,3.14851648476492,0.00164101467407976,0.00829481999326571
"SIAH2",520.369458534865,0.421071828218423,0.133735236064562,3.14854813592393,0.00164083697157339,0.00829481999326571
